98,ヤマハ,PAS With,PAS With SP,,PA26WSP,20181225,2019,,/pas.*with[\\s・]?sp/iu,,26,,26×1 1/2WO,ブロンズメタリック,/ブロンズメタリック/ius,139000,25.5,15.4,27.5,100,70,59,内装3段,145,,745,クラス27標準装備,低床,,20181217
99,ヤマハ,PAS With,PAS With SP,,PA26WSP,20181225,2019,,/pas.*with[\\s・]?sp/iu,,26,,26×1 1/2WO,ダークメタリックレッド,/ダークメタリックレッド/ius,139000,25.5,15.4,27.5,100,70,59,内装3段,145,,745,クラス27標準装備,低床,,20181217
100,ヤマハ,PAS With,PAS With SP,,PA26WSP,20181225,2019,,/pas.*with[\\s・]?sp/iu,,26,,26×1 1/2WO,グレーメタリック,/グレーメタリック/ius,139000,25.5,15.4,27.5,100,70,59,内装3段,145,,745,クラス27標準装備,低床,,20181217
101,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,グレイッシュブルー,/グレイッシュブルー/ius,113000,25.5,12.3,26.6,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
102,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,ディープフォレスト,/ディープフォレスト/ius,113000,25.5,12.3,26.6,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
103,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,ピュアホワイト,/ピュアホワイト/ius,113000,25.5,12.3,26.6,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
104,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,マットブラック２,/マットブラック２/ius,113000,25.5,12.3,26.6,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
105,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,ダークメタリックブラウン,/ダークメタリックブラウン/ius,113000,25.5,12.3,26.6,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
106,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,グレイッシュブルー,/グレイッシュブルー/ius,113000,25.5,12.3,27.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
107,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,ワインレッド,/ワインレッド/ius,113000,25.5,12.3,27.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
108,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,コーラルピンク,/コーラルピンク/ius,113000,25.5,12.3,27.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
109,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,ディープフォレスト,/ディープフォレスト/ius,113000,25.5,12.3,27.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
110,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,ピュアホワイト,/ピュアホワイト/ius,113000,25.5,12.3,27.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
111,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,マットブラック2,/マットブラック2/ius,113000,25.5,12.3,27.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
112,ヤマハ,PAS With,PAS With DX,,,,2018,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,ダークメタリックブラウン,/ダークメタリックブラウン/ius,113000,25.5,12.3,27.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
113,ヤマハ,PAS With,PAS With DX,,PA24WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,パウダーブルー2,/パウダーブルー2/ius,115000,25.5,12.3,26.7,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
114,ヤマハ,PAS With,PAS With DX,,PA24WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,マットカフェベージュ,/マットカフェベージュ/ius,115000,25.5,12.3,26.7,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
115,ヤマハ,PAS With,PAS With DX,,PA24WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,マットブラック2,/マットブラック2/ius,115000,25.5,12.3,26.7,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
116,ヤマハ,PAS With,PAS With DX,,PA24WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,24,,24×1 1/2WO,ピュアホワイト,/ピュアホワイト/ius,115000,25.5,12.3,26.7,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
117,ヤマハ,PAS With,PAS With DX,,PA26WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,パウダーブルー2,/パウダーブルー2/ius,115000,25.5,12.3,27.3,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
118,ヤマハ,PAS With,PAS With DX,,PA26WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,マットカフェベージュ,/マットカフェベージュ/ius,115000,25.5,12.3,27.3,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
119,ヤマハ,PAS With,PAS With DX,,PA26WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,マットブラック2,/マットブラック2/ius,115000,25.5,12.3,27.3,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
120,ヤマハ,PAS With,PAS With DX,,PA26WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,ピュアホワイト,/ピュアホワイト/ius,115000,25.5,12.3,27.3,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
121,ヤマハ,PAS With,PAS With DX,,PA26WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,ワインレッド,/ワインレッド/ius,115000,25.5,12.3,27.3,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
122,ヤマハ,PAS With,PAS With DX,,PA26WDX,20181225,2019,,/pas.*with[\\s・]?dx/iu,,26,,26×1 1/2WO,ディープフォレスト,/ディープフォレスト/ius,115000,25.5,12.3,27.3,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
123,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,24,,24×1 1/2WO,ダークメタリックブラウン,/ダークメタリックブラウン/ius,110000,25.5,12.3,25.3,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
124,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,24,,24×1 1/2WO,ダークメタリックブルー,/ダークメタリックブルー/ius,110000,25.5,12.3,25.3,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
125,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,24,,24×1 1/2WO,ピュアパールホワイト,/ピュアパールホワイト/ius,110000,25.5,12.3,25.3,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
126,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,24,,24×1 1/2WO,ピュアシルバー,/ピュアシルバー/ius,110000,25.5,12.3,25.3,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
127,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,24,,24×1 1/2WO,ビビッドレッド,/ビビッドレッド/ius,110000,25.5,12.3,25.3,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
128,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,26,,26×1 1/2WO,ライムグリーン,/ライムグリーン/ius,110000,25.5,12.3,26,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
129,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,26,,26×1 1/2WO,アクアシアン,/アクアシアン/ius,110000,25.5,12.3,26,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
130,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,26,,26×1 1/2WO,ダークメタリックブラウン,/ダークメタリックブラウン/ius,110000,25.5,12.3,26,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
131,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,26,,26×1 1/2WO,ダークメタリックブルー,/ダークメタリックブルー/ius,110000,25.5,12.3,26,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
132,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,26,,26×1 1/2WO,ピュアパールホワイト,/ピュアパールホワイト/ius,110000,25.5,12.3,26,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
133,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,26,,26×1 1/2WO,ピュアシルバー,/ピュアシルバー/ius,110000,25.5,12.3,26,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
134,ヤマハ,PAS With,PAS With,,,,2018,,/pas.*with/iu,,26,,26×1 1/2WO,ビビッドレッド,/ビビッドレッド/ius,110000,25.5,12.3,26,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
135,ヤマハ,PAS With,PAS With,,PA24W,20181225,2019,,/pas.*with/iu,,24,,24×1 1/2WO,ダークメタリックブラウン,/ダークメタリックブラウン/ius,110000,25.5,12.3,25.5,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
136,ヤマハ,PAS With,PAS With,,PA24W,20181225,2019,,/pas.*with/iu,,24,,24×1 1/2WO,ダークメタリックブルー,/ダークメタリックブルー/ius,110000,25.5,12.3,25.5,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
137,ヤマハ,PAS With,PAS With,,PA24W,20181225,2019,,/pas.*with/iu,,24,,24×1 1/2WO,ピュアシルバー,/ピュアシルバー/ius,110000,25.5,12.3,25.5,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
138,ヤマハ,PAS With,PAS With,,PA24W,20181225,2019,,/pas.*with/iu,,24,,24×1 1/2WO,アクアシアン,/アクアシアン/ius,110000,25.5,12.3,25.5,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
139,ヤマハ,PAS With,PAS With,,PA24W,20181225,2019,,/pas.*with/iu,,24,,24×1 1/2WO,ライムグリーン,/ライムグリーン/ius,110000,25.5,12.3,25.5,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
140,ヤマハ,PAS With,PAS With,,PA24W,20181225,2019,,/pas.*with/iu,,24,,24×1 1/2WO,ビビッドマットオレンジ,/ビビッドマットオレンジ/ius,110000,25.5,12.3,25.5,76,56,48,内装3段,141,,720,クラス27標準装備,低床,,20181217
141,ヤマハ,PAS With,PAS With,,PA26W,20181225,2019,,/pas.*with/iu,,26,,26×1 1/2WO,ライムグリーン,/ライムグリーン/ius,110000,25.5,12.3,26.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
142,ヤマハ,PAS With,PAS With,,PA26W,20181225,2019,,/pas.*with/iu,,26,,26×1 1/2WO,アクアシアン,/アクアシアン/ius,110000,25.5,12.3,26.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
143,ヤマハ,PAS With,PAS With,,PA26W,20181225,2019,,/pas.*with/iu,,26,,26×1 1/2WO,ダークメタリックブラウン,/ダークメタリックブラウン/ius,110000,25.5,12.3,26.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
144,ヤマハ,PAS With,PAS With,,PA26W,20181225,2019,,/pas.*with/iu,,26,,26×1 1/2WO,ダークメタリックブルー,/ダークメタリックブルー/ius,110000,25.5,12.3,26.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
145,ヤマハ,PAS With,PAS With,,PA26W,20181225,2019,,/pas.*with/iu,,26,,26×1 1/2WO,ピュアパールホワイト,/ピュアパールホワイト/ius,110000,25.5,12.3,26.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
146,ヤマハ,PAS With,PAS With,,PA26W,20181225,2019,,/pas.*with/iu,,26,,26×1 1/2WO,ピュアシルバー,/ピュアシルバー/ius,110000,25.5,12.3,26.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
147,ヤマハ,PAS With,PAS With,,PA26W,20181225,2019,,/pas.*with/iu,,26,,26×1 1/2WO,ビビッドマットオレンジ,/ビビッドマットオレンジ/ius,110000,25.5,12.3,26.2,76,56,48,内装3段,145,,745,クラス27標準装備,低床,,20181217
148,ヤマハ,PAS VIENTA,PAS VIENTA5,,,,2018,,/pas[\\s・]?vienta[\\s・]?5/iu,,26,1,26×1.50HE,ビターオレンジ,/ビターオレンジ/ius,129000,25.5,12.3,20.9,74,54,45,内装5段,149,,770,取付可,,,20181217
149,ヤマハ,PAS VIENTA,PAS VIENTA5,,,,2018,,/pas[\\s・]?vienta[\\s・]?5/iu,,26,1,26×1.50HE,エスニックブルー,/エスニックブルー/ius,129000,25.5,12.3,20.9,74,54,45,内装5段,149,,770,取付可,,,20181217
150,ヤマハ,PAS VIENTA,PAS VIENTA5,,,,2018,,/pas[\\s・]?vienta[\\s・]?5/iu,,26,1,26×1.50HE,マットブラック,/マットブラック/ius,129000,25.5,12.3,20.9,74,54,45,内装5段,149,,770,取付可,,,20181217
151,ヤマハ,PAS VIENTA,PAS VIENTA5,,,,2018,,/pas[\\s・]?vienta[\\s・]?5/iu,,26,1,26×1.50HE,シルキーホワイト,/シルキーホワイト/ius,129000,25.5,12.3,20.9,74,54,45,内装5段,149,,770,取付可,,,20181217
152,ヤマハ,PAS SION,PAS SION-U,,PA20SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,20,,20×1.75HE,レッド,/レッド/ius,112000,25.5,12.3,22.2,72,,49,内装3段,133,,670,標準装備,低床,,20181217
153,ヤマハ,PAS SION,PAS SION-U,,PA20SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,20,,20×1.75HE,アイボリー,/アイボリー/ius,112000,25.5,12.3,22.2,72,,49,内装3段,133,,670,標準装備,低床,,20181217
154,ヤマハ,PAS SION,PAS SION-U,,PA20SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,20,,20×1.75HE,アースブルー,/アースブルー/ius,112000,25.5,12.3,22.2,72,,49,内装3段,133,,670,標準装備,低床,,20181217
155,ヤマハ,PAS SION,PAS SION-U,,PA20SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,20,,20×1.75HE,ビンテージブロンズ,/ビンテージブロンズ/ius,112000,25.5,12.3,22.2,72,,49,内装3段,133,,670,標準装備,低床,,20181217
156,ヤマハ,PAS SION,PAS SION-U,,PS24SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,24,,24×1 1/2WO,アースブルー,/アースブルー/ius,112000,25.5,12.3,23.8,72,,52,内装3段,142,,725,標準装備,低床,,20181217
157,ヤマハ,PAS SION,PAS SION-U,,PS24SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,24,,24×1 1/2WO,レッド,/レッド/ius,112000,25.5,12.3,23.8,72,,52,内装3段,142,,725,標準装備,低床,,20181217
158,ヤマハ,PAS SION,PAS SION-U,,PS24SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,24,,24×1 1/2WO,アイボリー,/アイボリー/ius,112000,25.5,12.3,23.8,72,,52,内装3段,142,,725,標準装備,低床,,20181217
159,ヤマハ,PAS SION,PAS SION-U,,PA26SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,26,,26×1 1/2WO,アースブルー,/アースブルー/ius,112000,25.5,12.3,24.4,72,,52,内装3段,145,,745,標準装備,低床,,20181217
160,ヤマハ,PAS SION,PAS SION-U,,PA26SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,26,,26×1 1/2WO,レッド,/レッド/ius,112000,25.5,12.3,24.4,72,,52,内装3段,145,,745,標準装備,低床,,20181217
161,ヤマハ,PAS SION,PAS SION-U,,PA26SU,,2018,,/pas[\\s・]?sion[\\s-]?u/iu,,26,,26×1 1/2WO,アイボリー,/アイボリー/ius,112000,25.5,12.3,24.4,72,,52,内装3段,145,,745,標準装備,低床,,20181217
162,ヤマハ,PAS SION,PAS SION-U,,PA20SU,,2016,,/pas[\\s・]?sion[\\s-]?u/iu,,20,,20×1.75HE,アビスッド,/アビスッド/ius,109000,25.5,8.7,21.9,51,,35,内装3段,133,,670,標準装備,低床,,20190105
163,ヤマハ,PAS SION,PAS SION-U,,PA20SU,,2016,,/pas[\\s・]?sion[\\s-]?u/iu,,20,,20×1.75HE,クリームアイボリー,/クリームアイボリー/ius,109000,25.5,8.7,21.9,51,,35,内装3段,133,,670,標準装備,低床,,20190105
164,ヤマハ,PAS SION,PAS SION-U,,PA20SU,,2016,,/pas[\\s・]?sion[\\s-]?u/iu,,20,,20×1.75HE,カカオ,/カカオ/ius,109000,25.5,8.7,21.9,51,,35,内装3段,133,,670,標準装備,低床,,20190105
165,ヤマハ,PAS Raffini,PAS Raffini,,PA26R,,2016,,/pas[\\s・](Raffini|ラフィーニ)/ius,,26,1,26×1 ½,レッド,/(レッド|ABレッド)/ius,,25.5,8.7,28.5,52,37,31,内装3段,146,,750,クラス27標準装備,低床,,20181231
166,ヤマハ,PAS Kiss,PAS Kiss mini un sp,,PA20KSP,20190303,2019,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un[\\s・]sp/iu,,20,1,20×2.125HE,アクアシアン,/アクアシアン/ius,144000,25.5,15.4,31,75,61,50,内装3段,142,146,730,クラス27標準装備,低床,,20181217
167,ヤマハ,PAS Kiss,PAS Kiss mini un sp,,PA20KSP,20190303,2019,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un[\\s・]sp/iu,,20,1,20×2.125HE,マットブラック2,/マットブラック2/ius,144000,25.5,15.4,31,75,61,50,内装3段,142,146,730,クラス27標準装備,低床,,20181217
168,ヤマハ,PAS Kiss,PAS Kiss mini un,,,,2018,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,ビビッドレッド,/ビビッドレッド/ius,140000,25.5,12.3,30.3,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
169,ヤマハ,PAS Kiss,PAS Kiss mini un,,,,2018,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,ピュアパールホワイト,/ピュアパールホワイト/ius,140000,25.5,12.3,30.3,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
170,ヤマハ,PAS Kiss,PAS Kiss mini un,,,,2018,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,マットブラック2,/マットブラック2/ius,140000,25.5,12.3,30.3,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
171,ヤマハ,PAS Kiss,PAS Kiss mini un,,,,2018,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,アクアシアン,/アクアシアン/ius,140000,25.5,12.3,30.3,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
172,ヤマハ,PAS Kiss,PAS Kiss mini un,,,,2018,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,ディープフォレスト,/ディープフォレスト/ius,140000,25.5,12.3,30.3,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
173,ヤマハ,PAS Kiss,PAS Kiss mini un,,,,2018,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,ブラック／グリーン,/ブラック／グリーン/ius,140000,25.5,12.3,30.3,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
174,ヤマハ,PAS Kiss,PAS Kiss mini un,,,,2018,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,グレー／イエロー,/グレー／イエロー/ius,140000,25.5,12.3,30.3,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
175,ヤマハ,PAS Kiss,PAS Kiss mini un,,PA20KXL,20190214,2019,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,ビビッドレッド,/ビビッドレッド/ius,140000,25.5,12.3,30.4,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
176,ヤマハ,PAS Kiss,PAS Kiss mini un,,PA20KXL,20190214,2019,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,ピュアパールホワイト,/ピュアパールホワイト/ius,140000,25.5,12.3,30.4,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
177,ヤマハ,PAS Kiss,PAS Kiss mini un,,PA20KXL,20190214,2019,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,マットブラック2,/マットブラック2/ius,140000,25.5,12.3,30.4,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
178,ヤマハ,PAS Kiss,PAS Kiss mini un,,PA20KXL,20190214,2019,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,アクアシアン,/アクアシアン/ius,140000,25.5,12.3,30.4,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
179,ヤマハ,PAS Kiss,PAS Kiss mini un,,PA20KXL,20190214,2019,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,ホワイト／グリーン,/ホワイト／グリーン/ius,140000,25.5,12.3,30.4,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
180,ヤマハ,PAS Kiss,PAS Kiss mini un,,PA20KXL,20190214,2019,,/pas[\\s・]?kiss[\\s・]?mini[\\s・]?un/iu,,20,1,20×2.125HE,グレー／ビビッドマットオレンジ,/グレー／ビビッドマットオレンジ/ius,140000,25.5,12.3,30.4,60,49,40,内装3段,142,146,730,クラス27標準装備,低床,,20181217
181,ヤマハ,PAS Kiss,PAS Kiss mini,,,,2016,,/pas[\\s・]?(kiss|キス|キッス)[\\s・]?(mini|ミニ)/iu,,20,1,20×2.125,スカイB,/(スカイブルー|スカイB)/ius,,25.5,8.7,32.3,42,36,30,内装3段,145,150,745,クラス27標準装備,低床,,20181231
